id;original_title;popularity;budget;revenue;genres;vote_count;vote_average;tagline;runtime;release_date
8010;Highlander 2: The Quickening;13.517;30000000;15556340;Fantasy;398;4.7;It's a kind of magic.;91;1991-10-11
2612;Mr. Destiny;8.678;20000000;15379253;Fantasy|Comedy|Science Fiction|Romance;102;6.2;Larry Burrows Wished For It All... Until All That He Wished For Came True!;110;1990-10-12
14684;School Ties;9.315;0;14715067;Drama;169;6.4;Just because you’re accepted doesn’t mean you belong.;106;1992-09-18
47821;City of Joy;7.375;27000000;14683921;Drama;71;6.4;He was a man who couldn't care less... until he met a man who couldn't care more.;132;1992-04-15
2687;Memoirs of an Invisible Man;8.886;40000000;14358033;Comedy|Fantasy|Science Fiction;250;5.9;An adventure like you've never seen.;99;1992-02-28
13153;Rapid Fire;7.659;10000000;14356479;Action|Thriller;86;6.2;Unarmed and extremely dangerous!;95;1992-07-24
14239;Cool World;9.911;30000000;14110589;Animation|Comedy|Fantasy;310;5.1;Holli Would if she could ...and she will;102;1992-07-10
5765;Knight Moves;7.861;0;13668149;Mystery|Thriller;88;6.0;In a game of life and death... one wrong move could be his last...;116;1992-01-14
54087;Mr. Saturday Night;3.649;43000000;13300000;Comedy|Drama;29;5.7;It's lonely at the middle.;119;1992-09-23
22004;Trespass;6.139;14000000;13249535;Action|Crime|Thriller;80;6.3;They all came to the wrong place at the wrong time.;101;1992-12-25
26561;Enchanted April;3.747;0;13200170;Romance|Drama;38;7.0;It's April in Italy, and anything can happen...even love.;89;1991-11-06
11569;Hellraiser III: Hell on Earth;10.97;5000000;12534961;Horror|Thriller|War;307;5.6;What started in hell, will end on Earth;93;1992-09-11
45001;दीवाना;1.998;0;12000000;Action|Comedy|Crime|Drama|Romance;17;7.3;;163;1992-06-25
20421;Rock-A-Doodle;9.831;18000000;11657385;Comedy|Family|Animation|Fantasy|Music;121;5.9;The rousing, rollicking adventure of the world's first rockin' rooster!;77;1991-08-02
10424;Jennifer Eight;10.082;20000000;11390479;Crime|Drama|Mystery|Thriller;158;6.0;Is anyone there?;124;1992-11-06
141166;दिल आशना है;1.362;1100000;11000000;;5;7.4;The Heart Knows the Truth;164;1992-12-25
23939;Stay Tuned;9.784;25000000;10736401;Comedy|Fantasy;79;6.1;Something weird's on the air.;87;1992-08-14
9504;Glengarry Glen Ross;12.749;12500000;10725228;Crime|Drama|Mystery;580;7.5;Lie. Cheat. Steal. All in a day’s work.;100;1992-09-15
32669;The Two Jakes;8.298;19000000;10000000;Crime|Drama|Mystery;86;6.0;They say money makes the world go round. But sex was invented before money.;138;1990-08-10
11933;Nothing but Trouble;13.28;40000000;8479793;Comedy|Adventure;162;5.1;All they wanted was a little getaway. All they got was nothing but trouble.;94;1991-02-14
37527;Dr. Giggles;5.791;0;8403433;Comedy|Horror|Mystery|Thriller;59;5.5;The Doctor is out... of his mind.;95;1992-10-23
41682;Christopher Columbus: The Discovery;2.673;40000000;8251071;Action;20;4.5;;120;1992-08-21
20811;黃飛鴻'92之龍行天下;7.139;0;8096542;Action;39;6.0;;92;1992-05-29
9491;Blue Steel;10.601;0;7701707;Thriller;139;5.8;A point blank thriller;98;1990-03-16
11012;Damage;12.121;0;7532911;Drama|Romance;176;6.6;Desire... Deceit... Destiny...;111;1992-12-02
2453;Harley Davidson and the Marlboro Man;11.811;23000000;7434726;Action|Thriller;169;6.3;When the going gets tough... the tough take the law into their own hands.;98;1991-08-23
41791;Mississippi Masala;4.794;0;7310000;Drama|Romance;36;6.6;;118;1991-09-18
2007;Lorenzo's Oil;8.898;0;7286388;Drama;250;7.0;Some people make their own miracles.;135;1992-12-30
1492;1492: Conquest of Paradise;13.819;47000000;7191399;Action|Adventure|Drama|History;380;6.2;Centuries before the exploration of space, there was another voyage into the unknown.;154;1992-10-09
25748;Children of the Corn II: The Final Sacrifice;8.315;900000;6980986;Horror;90;4.9;These children are home alone too. But their parents are never coming back.;92;1993-01-29
40082;The Mambo Kings;4.323;0;6742168;Drama|Music;48;6.2;With a suitcase full of song, Hearts filled with passion, two brothers come to America in search of a dream.;104;1992-02-28
12088;Fortress;12.279;8000000;6739141;Action|Thriller|Science Fiction;305;5.9;The high-tech prison thirty stories below ground. Built to withstand anything... Execpt an innocent man.;95;1992-09-30
19086;Delta Force 2: The Colombian Connection;8.612;0;6698361;Action;79;5.3;Norris and the force are back;111;1990-08-24
468;My Own Private Idaho;13.252;2500000;6401336;Drama|Adventure;500;7.1;Wherever, whatever, have a nice day.;104;1991-02-01
25269;Article 99;4.544;18000000;6375979;Comedy|Drama;19;5.9;When your hospital is a war zone, you have to fight to save lives.;100;1992-03-13
290;Barton Fink;10.45;9000000;6153939;Comedy|Drama;860;7.5;There’s only one thing stranger than what’s going on inside his head. What’s going on outside.;116;1991-08-01
18495;Folks!;4.293;0;6132924;Comedy;14;6.0;;107;1992-05-01
28881;Wind;4.189;29000000;5519569;Action;13;6.6;The only thing better than winning the America's Cup is losing it... and winning it back.;126;1992-09-11
9609;Of Mice and Men;11.48;0;5471088;Drama;317;7.3;We have a dream. Someday, we'll have a little house and a couple of acres. A place to call home.;110;1992-09-16
13006;Split Second;9.158;7000000;5430822;Horror|Science Fiction;119;6.0;He's seen the future. Now he has to kill it.;90;1992-05-01
19143;Diggstown;6.264;17000000;4836637;Comedy|Drama;56;6.8;Where the pros meet the cons.;98;1992-08-14
31544;The Hitman;3.878;0;4654288;Action|Crime|Thriller;34;5.3;He's so far undercover he may never get back.;95;1991-05-01
20763;Radio Flyer;7.57;35000000;4651977;Drama;95;7.0;Powered by imagination.;114;1992-02-21
38251;Mediterraneo;8.504;0;4532791;Comedy|Romance|War;467;7.7;On a magical Greek island a soldier is about to discover that it is better to make love instead of war;96;1991-01-31
1923;Twin Peaks: Fire Walk with Me;12.918;10000000;4160851;Drama|Mystery;925;7.3;Meet Laura Palmer... In a town where nothing is as it seems... And everyone has something to hide.;135;1992-06-03
11645;乱;12.379;11500000;4069653;Action|Drama|History;653;8.1;The Greatest Shakespeare Film;160;1985-06-01
10617;黃飛鴻;12.557;0;3826459;Action|Drama;177;7.3;Never was a Hero needed more...;134;1991-08-15
47898;The Gun in Betty Lou's Handbag;2.851;13000000;3721911;Comedy|Thriller|Mystery;11;5.1;She was a nobody until someone found...;89;1992-08-21
37030;少林小子;4.518;0;3554460;Action|Comedy;13;6.5;;103;1984-01-26
103299;Traces of Red;2.518;0;3206713;Drama|Action|Thriller|Crime|Mystery;12;5.8;No one is beyond suspicion.;105;1992-11-13
48995;Den demokratiske terroristen;2.801;0;3142763;Thriller|Action;7;5.9;;96;1992-08-21
41670;A Stranger Among Us;4.075;0;2960000;Drama|Romance|Crime;38;5.9;In a dangerous world of mystery and intrigue, she's going undercover searching for the truth.;110;1992-07-17
38665;The Legend of the Lone Ranger;5.921;18000000;2945600;Action|Adventure|Romance|Western;21;4.1;The untold story of the man behind the mask, and the legend behind the man.;98;1981-08-20
17474;The Man in the Moon;9.956;0;2853801;Drama|Family|Romance;128;7.2;Remember when you couldn't wait for your life to begin... and then, one day, it did?;99;1991-09-30
19200;Shadows and Fog;8.018;14000000;2735731;Thriller|Comedy;164;6.9;;85;1991-12-05
21828;Flirting;4.74;0;2415396;Drama|Romance;35;7.0;Here's to risks;99;1991-03-20
39479;Love Crimes;3.222;0;2387928;Romance|Thriller;8;4.8;He's a master of seduction. Every woman's fantasy. Every woman's nightmare. In order to trap him, a female district attorney will have to make the ultimate sacrifice. Herself.;90;1992-01-24
26670;Noises Off...;5.484;12000000;2280148;Comedy;76;7.3;Just when they finally get it right, everything starts going wrong!;101;1992-03-20
13154;Showdown in Little Tokyo;10.981;8000000;2275557;Action|Thriller;183;6.0;One's a warrior. One's a wise guy. They're two L.A. cops going after a gang of drug lords. Feet first.;79;1991-08-23
108364;甩皮鬼;0.6;0;2148059;Horror;0;0.0;;95;1992-09-24
9367;El Mariachi;9.097;220000;2040920;Action|Crime|Thriller;485;6.6;He didn't come looking for trouble, but trouble came looking for him.;81;1992-09-04
12143;Bad Lieutenant;11.992;1000000;2019469;Crime;358;7.2;Gambler. Thief. Junkie. Killer. Cop.;91;1992-09-16
339;Night on Earth;8.871;3500000;2015810;Comedy|Drama;378;7.6;Five Taxis. Five Cities. One Night.;129;1991-12-12
11986;37°2 le matin;8.336;0;2003822;Drama|Romance;170;7.4;;185;1986-04-09
24230;Nemesis;8.248;0;2001124;Science Fiction|Thriller;71;5.2;In the future... it pays to be more than human.;94;1992-12-26
161404;जागृति;1.204;0;2000000;Action;1;4.0;;149;1992-07-03
1600;La double vie de Véronique;10.181;0;1999955;Drama|Thriller;294;7.7;Each of us is matched somewhere in the world, by our exact double - someone who shares our thoughts and dreams;98;1991-05-15
10497;Bitter Moon;13.129;5000000;1862805;Thriller|Drama|Romance;267;7.0;A kinky voyage with a full head of steam.;139;1992-09-02
892;Delicatessen;9.725;4000000;1794187;Comedy|Science Fiction|Fantasy;645;7.4;A futuristic comic feast.;99;1991-04-17
8222;Tacones lejanos;6.893;0;1710057;Comedy|Drama|Romance;177;7.2;;109;1991-10-23
48150;Un Cœur en hiver;5.273;0;1666511;Drama|Romance;71;7.4;;105;1992-09-02
114726;Out on a Limb;4.878;11000000;1659542;Comedy;19;6.0;He's got 24 hours to find his missing wallet with a phone number worth a hundred million dollars. There's only one place he hasn't looked...;82;1992-09-04
21128;One False Move;5.163;0;1543112;Crime|Drama|Thriller;48;6.8;All it takes to bring him down is one bullet... one woman or... One False Move.;105;1992-05-08
73498;Salsa rosa;1.481;0;1445599;Comedy;14;5.8;;86;1992-01-23
51515;At Play in the Fields of the Lord;4.757;36000000;1345903;Drama|Romance;19;6.3;An adventure beyond the limits of civilization, faith and passion.;189;1991-12-06
47866;Gas Food Lodging;3.387;0;1345236;Drama|Romance;21;6.7;When Shade's good, she's very good. But when Trudi's bad, she's better.;101;1992-07-10
1411;The Rapture;4.203;1227401;1277401;Mystery|Drama;27;6.3;All will be forgiven... all but one;100;1991-10-04
105825;聊齋三集之燈草和尚;3.232;0;1201428;Horror|Drama;0;0.0;;94;1992-01-01
110395;Freddie as F.R.O.7.;6.177;0;1119368;Adventure|Animation|Family|Fantasy;8;4.8;;91;1992-08-14
71825;Mistress;4.674;0;1102469;Comedy;14;5.5;The Director Had A Vision. The Producers All Had Girlfriends.;110;1992-07-24
20712;Whore;4.368;0;1008404;Drama;36;5.7;If You're Afraid to Say It... Just See It.;85;1991-06-21
32450;Brain Donors;4.612;0;918239;Comedy;35;6.6;Three bozos. One ballet company. Tutu many laughs!;92;1992-04-17
27549;Beastmaster 2: Through the Portal of Time;3.21;6000000;869325;Action|Adventure|Fantasy|Science Fiction;33;4.8;;107;1991-06-08
53049;Claire of the Moon;3.638;130000;799674;Drama|Romance;17;5.9;One woman's journey into her sexual identity.;105;1992-09-18
99749;Rampage;3.494;7500000;796368;Thriller|Drama;18;6.5;This is the face of Charles Reece, a mass murderer. He doesn't think he's done anything wrong. The real crime is that the jury may agree.;97;1987-09-01
15802;トパーズ;5.098;0;795312;Drama;37;6.2;Erotic sex or dangerous fantasy?;135;1992-01-06
26255;Love Potion No. 9;11.344;0;754935;Comedy|Romance|Fantasy|Science Fiction;109;5.7;Imagine if sex appeal came in a bottle.;97;1992-11-13
43654;Edward II;4.167;0;694438;History|Romance|Drama;22;7.0;A classic tale of sex, revenge, and love;90;1991-09-03
33247;The Living End;3.549;0;692585;Drama|Romance;18;5.8;;92;1992-08-21
5233;Wild Orchid II: Two Shades of Blue;4.197;0;573904;Drama|Romance;17;5.3;;111;1991-10-31
14904;Proof;4.754;0;524668;Drama|Romance;46;6.9;Photographs don't lie, people do.;86;1991-08-15
135890;Storyville;2.651;0;422503;Drama|Mystery;7;5.7;A candidate's private moment can all too quickly become public record.;113;1992-08-26
13571;True Colors;5.226;20000000;418807;Drama;27;6.6;;111;1991-03-15
14840;Gölge Oyunu;1.971;145000;345000;Drama|Fantasy;6;8.3;;104;1992-09-02
54934;Swoon;2.933;250000;340147;Drama;10;6.5;Love gone mad. History gone bad.;82;1992-09-11
34328;Monster in a Box;2.608;0;311245;Comedy|Drama;6;5.2;He Survived Swimming to Cambodia. Now the Adventure Continues.;87;1992-05-15
59058;Riff-Raff;5.912;0;295444;Comedy|Drama;49;6.7;;95;1991-06-21
46972;Big Girls Don't Cry... They Get Even;2.774;0;271327;Comedy|Drama|Family;10;5.9;;96;1992-05-08
77429;Chechu y familia;0.721;0;264432;Comedy;1;4.0;;81;1992-06-25
52936;In the Soup;3.978;0;256249;Comedy;15;6.5;A comedy about getting in over your head.;93;1992-10-23
72568;एक लड़का एक लड़की;0.6;0;250000;Comedy|Romance;3;6.2;kitna pyaar tum-he karte hain;161;1992-06-19
763;Braindead;12.755;3000000;242623;Horror|Comedy;784;7.4;Some things won't stay down... even after they die.;103;1992-08-13
26850;Under Suspicion;5.119;0;221295;Crime|Drama|Thriller;32;5.8;How close can you get to a killer before you're too close?;99;1991-09-27
224258;Terminal Bliss;1.12;0;215500;Drama;1;3.5;He had everything, but nothing was enough;93;1992-03-06
10241;Conte d'hiver;3.706;0;213687;Comedy|Drama;38;7.3;;114;1992-01-01
25598;The Indian Runner;5.217;7000000;191125;Drama;58;6.8;;127;1991-05-19
40841;Roadside Prophets;3.473;0;157645;Action|Adventure|Comedy|Drama;9;6.4;They weren't born to be wild. It just turned out that way.;96;1992-03-27
25296;推手;2.911;400000;152322;Comedy|Drama;14;6.4;;105;1991-12-07
4734;Van Gogh;4.245;0;138000;Drama;47;6.8;The last 67 days of the great artist's life.;158;1991-10-30
94005;No Place To Hide;2.449;0;135004;Thriller;4;5.1;A teenager who's seen too much...and a cop who's seen it all.;98;1992-11-06
26291;Shakes the Clown;3.963;1400000;115103;Action|Comedy|Crime;37;5.7;Loved by children. Desired by women. Adored by bartenders everywhere.;87;1991-08-28
266163;色降II之血玫瑰;0.6;0;96830;;0;0.0;;90;1992-09-11
47070;Brenda Starr;4.255;16000000;67878;Adventure|Fantasy|Comedy|Romance;9;5.4;Off the comics onto the big screen...;93;1989-05-15
553391;Amor en off;0.6;0;60705;Drama;0;0.0;;None;1992-05-06
55798;Bloodfist III: Forced to Fight;2.25;0;35154;Action;6;5.5;Forced to Fight;88;1992-01-05
16191;Highway to Hell;5.449;9000000;26055;Fantasy|Action|Comedy|Horror;47;6.0;If there's one thing worse than dying and going to Hell, it's not dying - and going to Hell.;94;1991-11-21
266525;Alan & Naomi;2.769;0;259;Drama|Family;3;6.3;;96;1992-01-31
15466;Atlantis;2.143;0;138;Music|Documentary;20;6.3;;74;1991-08-21
258136;L'amante scomoda;0.6;0;94;Thriller;0;0.0;;None;1992-03-05
278786;Desert Kickboxer;1.625;0;86;Drama|Western|Action;2;4.5;Navajo... Warrior... Kickboxer. Cross the line of his law and you'll live... to regret it.;None;1992-11-14
12518;Honeymoon in Vegas;11.934;25000000;35;Action|Comedy|Romance|Thriller;144;5.6;A comedy about one bride, two grooms, and a wedding party you won't believe.;96;1992-08-28
13199;American Me;6.762;0;13;Crime|Drama|Romance;64;7.3;In prison they are the law. On the streets they are the power.;125;1992-03-13
16219;Gladiator;5.153;0;9;Action|Drama;53;6.2;Nobody owns Tommy Riley. Nobody.;101;1992-03-06
19380;White Sands;4.939;0;9;Action|Crime|Drama|Mystery|Thriller;50;5.7;The most dangerous way to solve a murder... become the victim.;101;1992-04-24
265262;Film belge;0.6;6;6;Comedy|Documentary;0;0.0;;None;1992-04-17
39472;Man Trouble;4.685;30;4;Comedy|Romance;19;4.9;He Plans To Steal...More Than Her Heart.;100;1992-07-17
612806;हीर राँझा;0.6;0;0;Drama|Romance;1;10.0;;159;1992-08-07
604598;Making 'Bram Stoker's Dracula';0.918;0;0;Documentary;1;10.0;;26;1992-12-31
601168;Ребёнок к ноябрю;0.6;0;0;Comedy|Romance;1;10.0;;None;1992-10-30
600016;Närkontakt med UFO;0.6;0;0;Documentary;1;10.0;;97;1992-01-01
567443;Neil Diamond: The Christmas Special;0.6;0;0;;1;10.0;;44;1992-12-08
554339;La Fanciulla del West;0.6;0;0;;1;10.0;;140;1992-04-08
546242;Jammin': Jelly Roll Morton on Broadway;0.6;0;0;Documentary;1;10.0;A documentary on the making of the Broadway musical "Jelly's Last Jam.";60;1992-11-02
542631;Die HonigKuckucksKinder;0.6;0;0;Drama;1;10.0;;None;1992-01-01
538554;Сумасшедший город;0.62;0;0;Music;1;10.0;;6;1992-03-12
532629;The Fat Slags;0.663;0;0;Animation;1;10.0;;45;1992-01-01
528314;Kraven;0.6;0;0;Horror;1;10.0;;69;1992-01-01
515998;Recollections of Roswell;0.6;0;0;Documentary;1;10.0;;105;1992-04-04
487497;The Teddy Bears' Christmas;0.828;0;0;Family|Animation;1;10.0;For anyone who has ever owned a teddy bear... or wished to.;23;1992-11-29
467927;The Red Sea;0.62;0;0;;1;10.0;;20;1992-01-01
460741;Urgence d'aimer;0.6;0;0;Drama;1;10.0;;92;1992-01-01
452231;Seifuku onanie: shojo no shitagi;0.62;0;0;;1;10.0;;59;1992-10-10
329;Jurassic Park;13.62;63000000;920100000;Adventure|Science Fiction;9714;7.9;An adventure 65 million years in the making.;127;1993-06-11
812;Aladdin;34.697;28000000;504050219;Animation|Family|Adventure|Fantasy|Romance;7082;7.6;Wish granted!;90;1992-11-25
788;Mrs. Doubtfire;12.983;25000000;441286195;Comedy|Drama|Family;3568;7.2;She makes dinner. She does windows. She reads bedtime stories. She's a blessing... in disguise.;125;1993-11-24
619;The Bodyguard;15.458;25000000;411006740;Thriller|Action|Drama|Music|Romance;1438;6.5;Never let her out of your sight. Never let your guard down. Never fall in love.;129;1992-11-25
10020;Beauty and the Beast;27.978;25000000;377350553;Romance|Family|Animation|Fantasy;6188;7.7;The most beautiful love story ever told.;84;1991-11-13
5503;The Fugitive;12.57;44000000;368875760;Adventure|Action|Thriller|Crime|Mystery;2246;7.4;A murdered wife. A one-armed man. An obsessed detective. The chase begins.;131;1993-08-06
402;Basic Instinct;13.853;49000000;352927224;Thriller|Mystery;1699;6.7;A brutal murder. A brilliant killer. A cop who can't resist the danger.;127;1992-03-20
943;Lethal Weapon 3;14.29;35000000;321731527;Adventure|Action|Comedy|Thriller|Crime;1507;6.6;The magic is back again!;118;1992-05-15
424;Schindler's List;26.311;22000000;321365567;Drama|History|War;8741;8.6;Whoever saves one life, saves the world entire.;195;1993-11-30
37233;The Firm;12.603;42000000;270248367;Drama|Mystery|Thriller;959;6.7;Power can be murder to resist.;154;1993-06-30
3170;Bambi;19.481;858000;267447150;Animation|Drama|Family;3267;6.9;A great love story.;70;1942-08-14
4478;Indecent Proposal;13.279;38000000;266614059;Romance|Drama;642;6.1;A husband. A wife. A millionaire. A proposal.;117;1993-04-07
176439;(生)盗聴リポート　痴話;0.6;90808000;261547809;Thriller;1;7.0;;60;1993-03-05
861;Total Recall;19.814;10000000;261317921;Action|Adventure|Science Fiction;3099;7.2;They stole his mind, now he wants it back.;113;1990-06-01
9350;Cliffhanger;16.616;70000000;255000211;Action|Adventure|Thriller;1146;6.3;The height of adventure.;112;1993-05-28
881;A Few Good Men;12.5;40000000;243240178;Drama;1734;7.4;;138;1992-12-11
2005;Sister Act;15.089;31000000;231605150;Music|Comedy;1740;6.7;No booze! No sex! No drugs!... No way!;100;1992-05-28
858;Sleepless in Seattle;10.808;21000000;227799884;Comedy|Drama|Romance;1223;6.7;What if someone you never met, someone you never saw, someone you never knew was the only someone for you?;105;1993-06-24
6114;Dracula;16.001;40000000;215862692;Romance|Horror;2515;7.4;Love never dies.;128;1992-11-13
9800;Philadelphia;9.418;26000000;206678440;Drama;2223;7.7;No one would take on his case... until one man was willing to take on the system.;126;1993-12-22
9325;The Jungle Book;20.542;4000000;205843612;Family|Animation|Adventure;3854;7.2;The Jungle is JUMPIN'!;78;1967-10-17
9944;The Pelican Brief;11.052;45000000;195268056;Drama|Mystery|Thriller|Crime;722;6.4;;141;1993-12-16
408;Snow White and the Seven Dwarfs;24.919;1488423;184925486;Fantasy|Animation|Family;4521;7.0;The Happiest, Dopiest, Grumpiest, Sneeziest movie of the year.;83;1937-12-20
9595;Hot Shots!;10.821;26000000;181096164;Action|Comedy|War;1060;6.5;The mother of all movies.;84;1991-07-31
9386;In the Line of Fire;10.082;40000000;176997168;Action|Drama|Thriller|Crime|Mystery;726;6.9;An assassin on the loose. A president in danger. Only one man stands between them...;128;1993-07-08
33;Unforgiven;15.711;14000000;159157447;Western;2090;7.9;Some legends will never be forgotten. Some wrongs can never be forgiven.;131;1992-08-07
9739;Demolition Man;16.852;57000000;159055768;Crime|Action|Science Fiction;1858;6.5;The 21st Century's most dangerous cop. The 21st Century's most ruthless criminal.;115;1993-10-08
8845;Under Siege;11.432;35000000;156563139;Action|Thriller;715;6.2;It's not a job... It's an Adventure!;103;1992-10-08
864;Cool Runnings;9.382;14000000;154856263;Comedy|History;1038;7.0;One dream. Four Jamaicans. Twenty below zero.;98;1993-09-30
1634;Free Willy;13.574;20000000;153698625;Family|Adventure|Drama;950;6.0;How far would you go for a friend?;112;1993-07-16
9374;Death Becomes Her;11.489;55000000;149022650;Comedy|Fantasy;1320;6.6;In one small bottle... The fountain of youth. The secret of eternal life. The power of an ancient potion. Sometimes it works... sometimes it doesn't.;104;1992-07-30
1049;Sommersby;8.884;0;140081992;Drama|Thriller|Mystery|Romance;175;6.3;She knew his face. His touch. His voice. She knew everything about him... But the truth.;109;1993-02-05
9593;Last Action Hero;14.24;85000000;137298489;Adventure|Fantasy|Action|Comedy|Family;1366;6.3;This isn't the movies anymore.;130;1993-06-18
9559;A Perfect World;8.84;30000000;135130999;Crime|Drama|Thriller;767;7.4;;138;1993-11-24
9475;Scent of a Woman;10.839;31000000;134095253;Drama;1488;7.7;Col. Frank Slade has a very special plan for the weekend!;157;1992-12-23
9255;Hot Shots! Part Deux;16.022;25000000;133752825;Action|Comedy|War;884;6.4;Just deux it.;86;1993-05-21
10326;Forever Young;10.804;0;128000000;Adventure|Fantasy|Drama|Science Fiction|Romance;439;6.3;Time waits for no man, but true love waits forever.;102;1992-12-16
10438;Beethoven's 2nd;13.761;15000000;118243066;Family|Comedy;477;5.2;The Newton Family is going to the dogs...;89;1993-12-14
12139;Dennis the Menace;16.161;35000000;117270765;Family|Comedy;722;5.6;He's armed... He's adorable... And he's out of school for the entire summer.;94;1993-06-23
713;The Piano;11.892;7000000;116700000;Drama|Romance;624;7.4;;121;1993-05-19
867;Sliver;15.84;40000000;116300000;Drama|Thriller;278;5.3;You like to watch... don't you?;108;1993-05-21
7007;Rising Sun;12.421;40000000;107198790;Action|Drama|Thriller;359;6.1;A collision of East and West. A conspiracy of seduction and murder. A battle between tradition and power. Business is war.;125;1993-07-30
2322;Sneakers;11.113;0;105232691;Comedy|Crime|Drama;478;6.9;We could tell you what it's about. But then, of course, we'd have to kill you.;126;1992-09-09
10158;White Men Can't Jump;9.561;0;90753806;Comedy|Drama;601;6.5;It ain't easy being this good.;115;1992-03-26
10693;Peter Pan;22.35;4000000;87404651;Animation|Family|Adventure|Fantasy;3236;7.2;It will live in your heart forever!;77;1953-02-05
387;Das Boot;15.564;14000000;85000000;Drama|History|War;1057;8.1;When the hunters become the hunted.;150;1981-09-16
1089;Point Break;17.25;24000000;83531958;Action|Thriller|Crime;1755;7.1;100% Pure Adrenaline!;120;1991-07-12
9479;The Nightmare Before Christmas;19.013;18000000;75634409;Fantasy|Animation|Family;5142;7.8;This is Halloween, everybody make a scene!;76;1993-10-09
9361;The Last of the Mohicans;15.277;40000000;75505856;Action|Adventure|Drama|History|Romance|War;1511;7.3;The first American hero.;112;1992-09-25
2019;Hard Target;15.319;18000000;74189677;Action|Adventure|Crime|Thriller|Drama;471;6.1;Don't hunt what you can't kill.;97;1993-08-20
137;Groundhog Day;12.471;14600000;70906973;Romance|Fantasy|Drama|Comedy;4322;7.5;He’s having the worst day of his life … over, and over …;101;1993-02-11
7984;In the Name of the Father;8.923;13000000;65796862;Drama;812;7.9;Falsely accused. Wrongly imprisoned. He fought for justice to clear his father’s name.;133;1993-12-12
10423;Dragon: The Bruce Lee Story;10.697;14000000;63513743;Drama;323;6.9;The Mystery. The Life. The Love. The Legend;120;1993-05-07
11566;Dave;13.787;0;63000000;Comedy;370;6.5;In a country where anybody can become President, anybody just did.;110;1993-05-07
11386;The Crying Game;12.25;3705538;62548947;Romance|Crime|Drama|Thriller;340;7.0;;112;1992-09-02
1700;Misery;12.725;20000000;61276872;Drama|Thriller;2338;7.7;Paul Sheldon used to write for a living. Now, he's writing to stay alive.;107;1990-11-30
11158;Honey I Blew Up the Kid;12.215;40000000;58662452;Adventure|Comedy|Family|Science Fiction;617;5.1;The BIG Laughs Start January 6th!;89;1992-07-16
6279;Sister Act 2: Back in the Habit;15.364;38000000;57319029;Music|Comedy;937;6.3;;107;1993-12-09
17494;Unlawful Entry;10.496;23000000;57138719;Crime|Thriller|Mystery;119;6.1;Desire, passion, lust... It's a deadly game of obsession.;117;1992-06-26
11969;Tombstone;12.547;25000000;56505065;Western|Action;1008;7.5;Justice is coming.;130;1993-12-25
10057;The Three Musketeers;15.56;30000000;53898845;Action|Adventure|Comedy;445;6.3;All for one and one for all!;105;1993-11-11
21845;Rookie of the Year;8.503;0;53579269;Comedy|Family;136;5.7;The Chicago Cubs needed a miracle... They got Henry Rowengartner.;103;1993-07-07
10414;The Mighty Ducks;11.363;10000000;50752337;Comedy|Family;388;6.4;They can't skate. They can't win. They can't be serious.;101;1992-10-02
2758;Addams Family Values;20.836;47000000;48919043;Comedy|Family|Fantasy;1380;6.7;The Family Just Got A Little Stranger;94;1993-11-19
1883;Malcolm X;12.559;34000000;48169908;Drama|History;749;7.5;;202;1992-11-18
9605;Single White Female;10.094;16000000;48017402;Thriller|Drama;272;6.3;Living with a roommate can be murder.;107;1992-08-14
8873;Wayne's World 2;15.634;0;47965000;Music|Comedy;542;6.0;You'll laugh again! You'll cry again!! You'll hurl again!!!;95;1993-12-10
10411;The Distinguished Gentleman;10.796;0;46434570;Comedy;139;6.0;From con man to congressman;112;1992-12-04
2246;Malice;10.899;0;46405336;Thriller;199;6.1;Her doctor wasn't playing God. He thought he was God.;107;1993-09-29
1541;Thelma & Louise;17.084;16000000;45361000;Drama|Thriller|Crime|Adventure;1603;7.5;Somebody said get a life… so they did.;130;1991-05-24
9272;The Good Son;10.384;17000000;44456478;Drama|Horror|Thriller;408;6.3;Evil has many faces;87;1993-09-24
10538;Passenger 57;11.613;15000000;44065653;Action|Adventure|Thriller;467;5.7;He's an ex-cop with a bad mouth, a bad attitude, and a bad seat. For the terrorists on flight 163 . . . he's very bad news.;84;1992-11-06
293;A River Runs Through It;10.576;12000000;43440294;Drama;497;7.1;The Story of an American Family.;123;1992-10-09
37094;Falling Down;11.226;25000000;40903593;Crime|Drama|Thriller;1663;7.3;A Tale Of Urban Reality;113;1993-02-26
10439;Hocus Pocus;17.31;28000000;39514713;Comedy|Family|Fantasy|Horror;1261;6.8;It's just a bunch of Hocus Pocus.;96;1993-07-16
9994;The Great Mouse Detective;17.235;14000000;38625550;Comedy|Animation|Family;857;7.1;London's crime-fighting ace on his most baffling case!;74;1986-07-02
13937;Raising Cain;7.141;12000000;37170057;Drama|Horror|Thriller|Crime;130;6.0;Demented. Deranged. Deceptive. De Palma.;92;1992-08-07
7305;Alive;12.121;32000000;36733909;Action|Adventure|Drama|Thriller;728;6.7;The triumph of the human spirit;120;1993-01-15
6075;Carlito's Way;12.985;30000000;36516012;Crime|Thriller;1596;7.8;He’s got a good future if he can live past next week.;144;1993-11-10
13203;Son in Law;8.951;0;36448200;Comedy|Drama|Romance;141;5.9;He's a relative nightmare.;95;1993-07-02
8005;Robin Hood: Men in Tights;13.593;20000000;35739755;Comedy;1106;6.6;The legend had it coming...;104;1993-07-28
